State,County,City,Zipcode,Date,Price
WI,Kenosha,Twin Lakes,53181,2017-07-01,196300.0
WI,Kenosha,Twin Lakes,53181,2017-08-01,200800.0
WI,Kenosha,Twin Lakes,53181,2017-09-01,205500.0
WI,Kenosha,Twin Lakes,53181,2017-10-01,208100.0
WI,Kenosha,Twin Lakes,53181,2017-11-01,206900.0
WI,Kenosha,Twin Lakes,53181,2017-12-01,204100.0
WI,Racine,Caledonia,53108,1997-01-01,120700.0
WI,Racine,Caledonia,53108,1997-02-01,121200.0
WI,Racine,Caledonia,53108,1997-03-01,121500.0
WI,Racine,Caledonia,53108,1997-04-01,121600.0
WI,Racine,Caledonia,53108,1997-05-01,121800.0
WI,Racine,Caledonia,53108,1997-06-01,122100.0
WI,Racine,Caledonia,53108,1997-07-01,122400.0
WI,Racine,Caledonia,53108,1997-08-01,123000.0
WI,Racine,Caledonia,53108,1997-09-01,123900.0
WI,Racine,Caledonia,53108,1997-10-01,124800.0
WI,Racine,Caledonia,53108,1997-11-01,125500.0
WI,Racine,Caledonia,53108,1997-12-01,126100.0
WI,Racine,Caledonia,53108,1998-01-01,126700.0
WI,Racine,Caledonia,53108,1998-02-01,127000.0
WI,Racine,Caledonia,53108,1998-03-01,127100.0
WI,Racine,Caledonia,53108,1998-04-01,127000.0
WI,Racine,Caledonia,53108,1998-05-01,126800.0
WI,Racine,Caledonia,53108,1998-06-01,126900.0
WI,Racine,Caledonia,53108,1998-07-01,127000.0
WI,Racine,Caledonia,53108,1998-08-01,127500.0
WI,Racine,Caledonia,53108,1998-09-01,128300.0
WI,Racine,Caledonia,53108,1998-10-01,129200.0
WI,Racine,Caledonia,53108,1998-11-01,130000.0
WI,Racine,Caledonia,53108,1998-12-01,130800.0
WI,Racine,Caledonia,53108,1999-01-01,131400.0
WI,Racine,Caledonia,53108,1999-02-01,131800.0
WI,Racine,Caledonia,53108,1999-03-01,131900.0
WI,Racine,Caledonia,53108,1999-04-01,131800.0
WI,Racine,Caledonia,53108,1999-05-01,131800.0
WI,Racine,Caledonia,53108,1999-06-01,132000.0
WI,Racine,Caledonia,53108,1999-07-01,132300.0
WI,Racine,Caledonia,53108,1999-08-01,133000.0
WI,Racine,Caledonia,53108,1999-09-01,134100.0
WI,Racine,Caledonia,53108,1999-10-01,135200.0
WI,Racine,Caledonia,53108,1999-11-01,136300.0
WI,Racine,Caledonia,53108,1999-12-01,137300.0
WI,Racine,Caledonia,53108,2000-01-01,138100.0
WI,Racine,Caledonia,53108,2000-02-01,138500.0
WI,Racine,Caledonia,53108,2000-03-01,138600.0
WI,Racine,Caledonia,53108,2000-04-01,138400.0
WI,Racine,Caledonia,53108,2000-05-01,138200.0
WI,Racine,Caledonia,53108,2000-06-01,138200.0
WI,Racine,Caledonia,53108,2000-07-01,138500.0
WI,Racine,Caledonia,53108,2000-08-01,139000.0
WI,Racine,Caledonia,53108,2000-09-01,139800.0
WI,Racine,Caledonia,53108,2000-10-01,141100.0
WI,Racine,Caledonia,53108,2000-11-01,142200.0
WI,Racine,Caledonia,53108,2000-12-01,143300.0
WI,Racine,Caledonia,53108,2001-01-01,144200.0
WI,Racine,Caledonia,53108,2001-02-01,144600.0
WI,Racine,Caledonia,53108,2001-03-01,144600.0
WI,Racine,Caledonia,53108,2001-04-01,144400.0
WI,Racine,Caledonia,53108,2001-05-01,144200.0
WI,Racine,Caledonia,53108,2001-06-01,144500.0
WI,Racine,Caledonia,53108,2001-07-01,145100.0
WI,Racine,Caledonia,53108,2001-08-01,146300.0
WI,Racine,Caledonia,53108,2001-09-01,148100.0
WI,Racine,Caledonia,53108,2001-10-01,150400.0
WI,Racine,Caledonia,53108,2001-11-01,152800.0
WI,Racine,Caledonia,53108,2001-12-01,155200.0
WI,Racine,Caledonia,53108,2002-01-01,157300.0
WI,Racine,Caledonia,53108,2002-02-01,159000.0
WI,Racine,Caledonia,53108,2002-03-01,160000.0
WI,Racine,Caledonia,53108,2002-04-01,160700.0
WI,Racine,Caledonia,53108,2002-05-01,161500.0
WI,Racine,Caledonia,53108,2002-06-01,162500.0
WI,Racine,Caledonia,53108,2002-07-01,165200.0
WI,Racine,Caledonia,53108,2002-08-01,170000.0
WI,Racine,Caledonia,53108,2002-09-01,174900.0
WI,Racine,Caledonia,53108,2002-10-01,178400.0
WI,Racine,Caledonia,53108,2002-11-01,181200.0
WI,Racine,Caledonia,53108,2002-12-01,183000.0
WI,Racine,Caledonia,53108,2003-01-01,183700.0
WI,Racine,Caledonia,53108,2003-02-01,183200.0
WI,Racine,Caledonia,53108,2003-03-01,181100.0
WI,Racine,Caledonia,53108,2003-04-01,177900.0
WI,Racine,Caledonia,53108,2003-05-01,173900.0
WI,Racine,Caledonia,53108,2003-06-01,169800.0
WI,Racine,Caledonia,53108,2003-07-01,165700.0
WI,Racine,Caledonia,53108,2003-08-01,161700.0
WI,Racine,Caledonia,53108,2003-09-01,158400.0
WI,Racine,Caledonia,53108,2003-10-01,155600.0
WI,Racine,Caledonia,53108,2003-11-01,153000.0
WI,Racine,Caledonia,53108,2003-12-01,151000.0
WI,Racine,Caledonia,53108,2004-01-01,150500.0
WI,Racine,Caledonia,53108,2004-02-01,152900.0
WI,Racine,Caledonia,53108,2004-03-01,159300.0
WI,Racine,Caledonia,53108,2004-04-01,169100.0
WI,Racine,Caledonia,53108,2004-05-01,179800.0
WI,Racine,Caledonia,53108,2004-06-01,188400.0
WI,Racine,Caledonia,53108,2004-07-01,192700.0
WI,Racine,Caledonia,53108,2004-08-01,191500.0
WI,Racine,Caledonia,53108,2004-09-01,186700.0
WI,Racine,Caledonia,53108,2004-10-01,180800.0
WI,Racine,Caledonia,53108,2004-11-01,175600.0
WI,Racine,Caledonia,53108,2004-12-01,172400.0
WI,Racine,Caledonia,53108,2005-01-01,171500.0
WI,Racine,Caledonia,53108,2005-02-01,172000.0
WI,Racine,Caledonia,53108,2005-03-01,173000.0
WI,Racine,Caledonia,53108,2005-04-01,174300.0
WI,Racine,Caledonia,53108,2005-05-01,176000.0
WI,Racine,Caledonia,53108,2005-06-01,178300.0
WI,Racine,Caledonia,53108,2005-07-01,181100.0
WI,Racine,Caledonia,53108,2005-08-01,184400.0
WI,Racine,Caledonia,53108,2005-09-01,187900.0
WI,Racine,Caledonia,53108,2005-10-01,191800.0
WI,Racine,Caledonia,53108,2005-11-01,195500.0
WI,Racine,Caledonia,53108,2005-12-01,198600.0
WI,Racine,Caledonia,53108,2006-01-01,200600.0
WI,Racine,Caledonia,53108,2006-02-01,201200.0
WI,Racine,Caledonia,53108,2006-03-01,200400.0
WI,Racine,Caledonia,53108,2006-04-01,199000.0
WI,Racine,Caledonia,53108,2006-05-01,197800.0
WI,Racine,Caledonia,53108,2006-06-01,197400.0
WI,Racine,Caledonia,53108,2006-07-01,198000.0
WI,Racine,Caledonia,53108,2006-08-01,199400.0
WI,Racine,Caledonia,53108,2006-09-01,200900.0
WI,Racine,Caledonia,53108,2006-10-01,202100.0
WI,Racine,Caledonia,53108,2006-11-01,203100.0
WI,Racine,Caledonia,53108,2006-12-01,204100.0
WI,Racine,Caledonia,53108,2007-01-01,205100.0
WI,Racine,Caledonia,53108,2007-02-01,205900.0
WI,Racine,Caledonia,53108,2007-03-01,206200.0
WI,Racine,Caledonia,53108,2007-04-01,205900.0
WI,Racine,Caledonia,53108,2007-05-01,205200.0
WI,Racine,Caledonia,53108,2007-06-01,204500.0
WI,Racine,Caledonia,53108,2007-07-01,204500.0
WI,Racine,Caledonia,53108,2007-08-01,205800.0
WI,Racine,Caledonia,53108,2007-09-01,208000.0
WI,Racine,Caledonia,53108,2007-10-01,210700.0
WI,Racine,Caledonia,53108,2007-11-01,213200.0
WI,Racine,Caledonia,53108,2007-12-01,214900.0
WI,Racine,Caledonia,53108,2008-01-01,215700.0
WI,Racine,Caledonia,53108,2008-02-01,215700.0
WI,Racine,Caledonia,53108,2008-03-01,214500.0
WI,Racine,Caledonia,53108,2008-04-01,212400.0
WI,Racine,Caledonia,53108,2008-05-01,209900.0
WI,Racine,Caledonia,53108,2008-06-01,207400.0
WI,Racine,Caledonia,53108,2008-07-01,205000.0
WI,Racine,Caledonia,53108,2008-08-01,203000.0
WI,Racine,Caledonia,53108,2008-09-01,201300.0
WI,Racine,Caledonia,53108,2008-10-01,199600.0
WI,Racine,Caledonia,53108,2008-11-01,197900.0
WI,Racine,Caledonia,53108,2008-12-01,196200.0
WI,Racine,Caledonia,53108,2009-01-01,194500.0
WI,Racine,Caledonia,53108,2009-02-01,193000.0
WI,Racine,Caledonia,53108,2009-03-01,191700.0
WI,Racine,Caledonia,53108,2009-04-01,190300.0
WI,Racine,Caledonia,53108,2009-05-01,188900.0
WI,Racine,Caledonia,53108,2009-06-01,187300.0
WI,Racine,Caledonia,53108,2009-07-01,186100.0
WI,Racine,Caledonia,53108,2009-08-01,185800.0
WI,Racine,Caledonia,53108,2009-09-01,186100.0
WI,Racine,Caledonia,53108,2009-10-01,186000.0
WI,Racine,Caledonia,53108,2009-11-01,185900.0
WI,Racine,Caledonia,53108,2009-12-01,185600.0
WI,Racine,Caledonia,53108,2010-01-01,184100.0
WI,Racine,Caledonia,53108,2010-02-01,182600.0
WI,Racine,Caledonia,53108,2010-03-01,182400.0
WI,Racine,Caledonia,53108,2010-04-01,182400.0
WI,Racine,Caledonia,53108,2010-05-01,181900.0
WI,Racine,Caledonia,53108,2010-06-01,181000.0
WI,Racine,Caledonia,53108,2010-07-01,179000.0
WI,Racine,Caledonia,53108,2010-08-01,176600.0
WI,Racine,Caledonia,53108,2010-09-01,174800.0
WI,Racine,Caledonia,53108,2010-10-01,173100.0
WI,Racine,Caledonia,53108,2010-11-01,171000.0
WI,Racine,Caledonia,53108,2010-12-01,169200.0
WI,Racine,Caledonia,53108,2011-01-01,168400.0
WI,Racine,Caledonia,53108,2011-02-01,168400.0
WI,Racine,Caledonia,53108,2011-03-01,168400.0
WI,Racine,Caledonia,53108,2011-04-01,167700.0
WI,Racine,Caledonia,53108,2011-05-01,166700.0
WI,Racine,Caledonia,53108,2011-06-01,165900.0
WI,Racine,Caledonia,53108,2011-07-01,165100.0
WI,Racine,Caledonia,53108,2011-08-01,165100.0
WI,Racine,Caledonia,53108,2011-09-01,165800.0
WI,Racine,Caledonia,53108,2011-10-01,165600.0
WI,Racine,Caledonia,53108,2011-11-01,164800.0
WI,Racine,Caledonia,53108,2011-12-01,165800.0
WI,Racine,Caledonia,53108,2012-01-01,166200.0
WI,Racine,Caledonia,53108,2012-02-01,163600.0
WI,Racine,Caledonia,53108,2012-03-01,159000.0
WI,Racine,Caledonia,53108,2012-04-01,156000.0
WI,Racine,Caledonia,53108,2012-05-01,155000.0
WI,Racine,Caledonia,53108,2012-06-01,156400.0
WI,Racine,Caledonia,53108,2012-07-01,159300.0
WI,Racine,Caledonia,53108,2012-08-01,160300.0
WI,Racine,Caledonia,53108,2012-09-01,159500.0
WI,Racine,Caledonia,53108,2012-10-01,161000.0
WI,Racine,Caledonia,53108,2012-11-01,162800.0
WI,Racine,Caledonia,53108,2012-12-01,163200.0
WI,Racine,Caledonia,53108,2013-01-01,164200.0
WI,Racine,Caledonia,53108,2013-02-01,164800.0
WI,Racine,Caledonia,53108,2013-03-01,164800.0
WI,Racine,Caledonia,53108,2013-04-01,165900.0
WI,Racine,Caledonia,53108,2013-05-01,167500.0
WI,Racine,Caledonia,53108,2013-06-01,167900.0
WI,Racine,Caledonia,53108,2013-07-01,167300.0
WI,Racine,Caledonia,53108,2013-08-01,167100.0
WI,Racine,Caledonia,53108,2013-09-01,167300.0
WI,Racine,Caledonia,53108,2013-10-01,167900.0
WI,Racine,Caledonia,53108,2013-11-01,168900.0
WI,Racine,Caledonia,53108,2013-12-01,168200.0
WI,Racine,Caledonia,53108,2014-01-01,166500.0
WI,Racine,Caledonia,53108,2014-02-01,167100.0
WI,Racine,Caledonia,53108,2014-03-01,169200.0
WI,Racine,Caledonia,53108,2014-04-01,168700.0
WI,Racine,Caledonia,53108,2014-05-01,167200.0
WI,Racine,Caledonia,53108,2014-06-01,167900.0
WI,Racine,Caledonia,53108,2014-07-01,170100.0
WI,Racine,Caledonia,53108,2014-08-01,170400.0
WI,Racine,Caledonia,53108,2014-09-01,169700.0
WI,Racine,Caledonia,53108,2014-10-01,169000.0
WI,Racine,Caledonia,53108,2014-11-01,169500.0
WI,Racine,Caledonia,53108,2014-12-01,170200.0
WI,Racine,Caledonia,53108,2015-01-01,170800.0
WI,Racine,Caledonia,53108,2015-02-01,171700.0
WI,Racine,Caledonia,53108,2015-03-01,173900.0
WI,Racine,Caledonia,53108,2015-04-01,177100.0
WI,Racine,Caledonia,53108,2015-05-01,178400.0
WI,Racine,Caledonia,53108,2015-06-01,177500.0
WI,Racine,Caledonia,53108,2015-07-01,176800.0
WI,Racine,Caledonia,53108,2015-08-01,176900.0
WI,Racine,Caledonia,53108,2015-09-01,177000.0
WI,Racine,Caledonia,53108,2015-10-01,177500.0
WI,Racine,Caledonia,53108,2015-11-01,176900.0
WI,Racine,Caledonia,53108,2015-12-01,176400.0
WI,Racine,Caledonia,53108,2016-01-01,177400.0
WI,Racine,Caledonia,53108,2016-02-01,179900.0
WI,Racine,Caledonia,53108,2016-03-01,182400.0
WI,Racine,Caledonia,53108,2016-04-01,183600.0
WI,Racine,Caledonia,53108,2016-05-01,184800.0
WI,Racine,Caledonia,53108,2016-06-01,187500.0
WI,Racine,Caledonia,53108,2016-07-01,190000.0
WI,Racine,Caledonia,53108,2016-08-01,191000.0
WI,Racine,Caledonia,53108,2016-09-01,191700.0
WI,Racine,Caledonia,53108,2016-10-01,192400.0
WI,Racine,Caledonia,53108,2016-11-01,193900.0
WI,Racine,Caledonia,53108,2016-12-01,195600.0
WI,Racine,Caledonia,53108,2017-01-01,198500.0
WI,Racine,Caledonia,53108,2017-02-01,201600.0
WI,Racine,Caledonia,53108,2017-03-01,204100.0
WI,Racine,Caledonia,53108,2017-04-01,206800.0
WI,Racine,Caledonia,53108,2017-05-01,209400.0
WI,Racine,Caledonia,53108,2017-06-01,207900.0
WI,Racine,Caledonia,53108,2017-07-01,204200.0
WI,Racine,Caledonia,53108,2017-08-01,204700.0
WI,Racine,Caledonia,53108,2017-09-01,207500.0
WI,Racine,Caledonia,53108,2017-10-01,207600.0
WI,Racine,Caledonia,53108,2017-11-01,208000.0
WI,Racine,Caledonia,53108,2017-12-01,210700.0
WI,Racine,Eagle Lake,53139,1997-01-01,128100.0
WI,Racine,Eagle Lake,53139,1997-02-01,128800.0
WI,Racine,Eagle Lake,53139,1997-03-01,129300.0
WI,Racine,Eagle Lake,53139,1997-04-01,129700.0
WI,Racine,Eagle Lake,53139,1997-05-01,130200.0
WI,Racine,Eagle Lake,53139,1997-06-01,130900.0
WI,Racine,Eagle Lake,53139,1997-07-01,131500.0
WI,Racine,Eagle Lake,53139,1997-08-01,132400.0
WI,Racine,Eagle Lake,53139,1997-09-01,133600.0
WI,Racine,Eagle Lake,53139,1997-10-01,134900.0
WI,Racine,Eagle Lake,53139,1997-11-01,136100.0
WI,Racine,Eagle Lake,53139,1997-12-01,137100.0
WI,Racine,Eagle Lake,53139,1998-01-01,137900.0
WI,Racine,Eagle Lake,53139,1998-02-01,138500.0
WI,Racine,Eagle Lake,53139,1998-03-01,138700.0
WI,Racine,Eagle Lake,53139,1998-04-01,138700.0
WI,Racine,Eagle Lake,53139,1998-05-01,138700.0
WI,Racine,Eagle Lake,53139,1998-06-01,138900.0
WI,Racine,Eagle Lake,53139,1998-07-01,139000.0
WI,Racine,Eagle Lake,53139,1998-08-01,139400.0
WI,Racine,Eagle Lake,53139,1998-09-01,140100.0
WI,Racine,Eagle Lake,53139,1998-10-01,141100.0
WI,Racine,Eagle Lake,53139,1998-11-01,141800.0
WI,Racine,Eagle Lake,53139,1998-12-01,142500.0
WI,Racine,Eagle Lake,53139,1999-01-01,143000.0
WI,Racine,Eagle Lake,53139,1999-02-01,143100.0
WI,Racine,Eagle Lake,53139,1999-03-01,143000.0
WI,Racine,Eagle Lake,53139,1999-04-01,142700.0
WI,Racine,Eagle Lake,53139,1999-05-01,142500.0
WI,Racine,Eagle Lake,53139,1999-06-01,142600.0
WI,Racine,Eagle Lake,53139,1999-07-01,142700.0
WI,Racine,Eagle Lake,53139,1999-08-01,143100.0
WI,Racine,Eagle Lake,53139,1999-09-01,144000.0
WI,Racine,Eagle Lake,53139,1999-10-01,145100.0
WI,Racine,Eagle Lake,53139,1999-11-01,146100.0
WI,Racine,Eagle Lake,53139,1999-12-01,146900.0
WI,Racine,Eagle Lake,53139,2000-01-01,147500.0
WI,Racine,Eagle Lake,53139,2000-02-01,147800.0
WI,Racine,Eagle Lake,53139,2000-03-01,147700.0
WI,Racine,Eagle Lake,53139,2000-04-01,147500.0
WI,Racine,Eagle Lake,53139,2000-05-01,147300.0
WI,Racine,Eagle Lake,53139,2000-06-01,147300.0
WI,Racine,Eagle Lake,53139,2000-07-01,147400.0
WI,Racine,Eagle Lake,53139,2000-08-01,147800.0
WI,Racine,Eagle Lake,53139,2000-09-01,148600.0
WI,Racine,Eagle Lake,53139,2000-10-01,149900.0
WI,Racine,Eagle Lake,53139,2000-11-01,151200.0
WI,Racine,Eagle Lake,53139,2000-12-01,152400.0
WI,Racine,Eagle Lake,53139,2001-01-01,153300.0
WI,Racine,Eagle Lake,53139,2001-02-01,153700.0
WI,Racine,Eagle Lake,53139,2001-03-01,153700.0
WI,Racine,Eagle Lake,53139,2001-04-01,153600.0
WI,Racine,Eagle Lake,53139,2001-05-01,153600.0
WI,Racine,Eagle Lake,53139,2001-06-01,154100.0
WI,Racine,Eagle Lake,53139,2001-07-01,154800.0
WI,Racine,Eagle Lake,53139,2001-08-01,155900.0
WI,Racine,Eagle Lake,53139,2001-09-01,157800.0
WI,Racine,Eagle Lake,53139,2001-10-01,160400.0
WI,Racine,Eagle Lake,53139,2001-11-01,163100.0
WI,Racine,Eagle Lake,53139,2001-12-01,165600.0
WI,Racine,Eagle Lake,53139,2002-01-01,167800.0
WI,Racine,Eagle Lake,53139,2002-02-01,169500.0
WI,Racine,Eagle Lake,53139,2002-03-01,170600.0
WI,Racine,Eagle Lake,53139,2002-04-01,171500.0
WI,Racine,Eagle Lake,53139,2002-05-01,172500.0
WI,Racine,Eagle Lake,53139,2002-06-01,173600.0
WI,Racine,Eagle Lake,53139,2002-07-01,177300.0
WI,Racine,Eagle Lake,53139,2002-08-01,182800.0
WI,Racine,Eagle Lake,53139,2002-09-01,186200.0
WI,Racine,Eagle Lake,53139,2002-10-01,186200.0
WI,Racine,Eagle Lake,53139,2002-11-01,185700.0
WI,Racine,Eagle Lake,53139,2002-12-01,185000.0
WI,Racine,Eagle Lake,53139,2003-01-01,184700.0
WI,Racine,Eagle Lake,53139,2003-02-01,185100.0
WI,Racine,Eagle Lake,53139,2003-03-01,185700.0
WI,Racine,Eagle Lake,53139,2003-04-01,185500.0
WI,Racine,Eagle Lake,53139,2003-05-01,183900.0
WI,Racine,Eagle Lake,53139,2003-06-01,181000.0
WI,Racine,Eagle Lake,53139,2003-07-01,177000.0
WI,Racine,Eagle Lake,53139,2003-08-01,172400.0
WI,Racine,Eagle Lake,53139,2003-09-01,168400.0
WI,Racine,Eagle Lake,53139,2003-10-01,165300.0
WI,Racine,Eagle Lake,53139,2003-11-01,162800.0
WI,Racine,Eagle Lake,53139,2003-12-01,161000.0
WI,Racine,Eagle Lake,53139,2004-01-01,160300.0
WI,Racine,Eagle Lake,53139,2004-02-01,161200.0
WI,Racine,Eagle Lake,53139,2004-03-01,164200.0
WI,Racine,Eagle Lake,53139,2004-04-01,169000.0
WI,Racine,Eagle Lake,53139,2004-05-01,174600.0
WI,Racine,Eagle Lake,53139,2004-06-01,179400.0
WI,Racine,Eagle Lake,53139,2004-07-01,181900.0
WI,Racine,Eagle Lake,53139,2004-08-01,181800.0
WI,Racine,Eagle Lake,53139,2004-09-01,180500.0
WI,Racine,Eagle Lake,53139,2004-10-01,178900.0
WI,Racine,Eagle Lake,53139,2004-11-01,177300.0
WI,Racine,Eagle Lake,53139,2004-12-01,176300.0
WI,Racine,Eagle Lake,53139,2005-01-01,176000.0
WI,Racine,Eagle Lake,53139,2005-02-01,176100.0
WI,Racine,Eagle Lake,53139,2005-03-01,176500.0
WI,Racine,Eagle Lake,53139,2005-04-01,177200.0
WI,Racine,Eagle Lake,53139,2005-05-01,178600.0
WI,Racine,Eagle Lake,53139,2005-06-01,181000.0
WI,Racine,Eagle Lake,53139,2005-07-01,184100.0
WI,Racine,Eagle Lake,53139,2005-08-01,187800.0
WI,Racine,Eagle Lake,53139,2005-09-01,191800.0
WI,Racine,Eagle Lake,53139,2005-10-01,195800.0
WI,Racine,Eagle Lake,53139,2005-11-01,199900.0
WI,Racine,Eagle Lake,53139,2005-12-01,204400.0
WI,Racine,Eagle Lake,53139,2006-01-01,209300.0
WI,Racine,Eagle Lake,53139,2006-02-01,214300.0
WI,Racine,Eagle Lake,53139,2006-03-01,219100.0
WI,Racine,Eagle Lake,53139,2006-04-01,223100.0
WI,Racine,Eagle Lake,53139,2006-05-01,226200.0
WI,Racine,Eagle Lake,53139,2006-06-01,228700.0
WI,Racine,Eagle Lake,53139,2006-07-01,230500.0
WI,Racine,Eagle Lake,53139,2006-08-01,231900.0
WI,Racine,Eagle Lake,53139,2006-09-01,233100.0
WI,Racine,Eagle Lake,53139,2006-10-01,233800.0
WI,Racine,Eagle Lake,53139,2006-11-01,233700.0
WI,Racine,Eagle Lake,53139,2006-12-01,232500.0
WI,Racine,Eagle Lake,53139,2007-01-01,230000.0
WI,Racine,Eagle Lake,53139,2007-02-01,226700.0
WI,Racine,Eagle Lake,53139,2007-03-01,222800.0
WI,Racine,Eagle Lake,53139,2007-04-01,219100.0
WI,Racine,Eagle Lake,53139,2007-05-01,216000.0
WI,Racine,Eagle Lake,53139,2007-06-01,213500.0
WI,Racine,Eagle Lake,53139,2007-07-01,211500.0
WI,Racine,Eagle Lake,53139,2007-08-01,210300.0
WI,Racine,Eagle Lake,53139,2007-09-01,209800.0
WI,Racine,Eagle Lake,53139,2007-10-01,209700.0
WI,Racine,Eagle Lake,53139,2007-11-01,210100.0
WI,Racine,Eagle Lake,53139,2007-12-01,211000.0
WI,Racine,Eagle Lake,53139,2008-01-01,212000.0
WI,Racine,Eagle Lake,53139,2008-02-01,213200.0
WI,Racine,Eagle Lake,53139,2008-03-01,213200.0
WI,Racine,Eagle Lake,53139,2008-04-01,211800.0
WI,Racine,Eagle Lake,53139,2008-05-01,209800.0
WI,Racine,Eagle Lake,53139,2008-06-01,208200.0
WI,Racine,Eagle Lake,53139,2008-07-01,207200.0
WI,Racine,Eagle Lake,53139,2008-08-01,206800.0
WI,Racine,Eagle Lake,53139,2008-09-01,206600.0
WI,Racine,Eagle Lake,53139,2008-10-01,205900.0
WI,Racine,Eagle Lake,53139,2008-11-01,205100.0
WI,Racine,Eagle Lake,53139,2008-12-01,204300.0
WI,Racine,Eagle Lake,53139,2009-01-01,203900.0
WI,Racine,Eagle Lake,53139,2009-02-01,202600.0
WI,Racine,Eagle Lake,53139,2009-03-01,198900.0
WI,Racine,Eagle Lake,53139,2009-04-01,193500.0
WI,Racine,Eagle Lake,53139,2009-05-01,188100.0
WI,Racine,Eagle Lake,53139,2009-06-01,183600.0
WI,Racine,Eagle Lake,53139,2009-07-01,180600.0
WI,Racine,Eagle Lake,53139,2009-08-01,179600.0
WI,Racine,Eagle Lake,53139,2009-09-01,179500.0
WI,Racine,Eagle Lake,53139,2009-10-01,179500.0
WI,Racine,Eagle Lake,53139,2009-11-01,178900.0
WI,Racine,Eagle Lake,53139,2009-12-01,177900.0
WI,Racine,Eagle Lake,53139,2010-01-01,175200.0
WI,Racine,Eagle Lake,53139,2010-02-01,171900.0
WI,Racine,Eagle Lake,53139,2010-03-01,172100.0
WI,Racine,Eagle Lake,53139,2010-04-01,176800.0
WI,Racine,Eagle Lake,53139,2010-05-01,181900.0
WI,Racine,Eagle Lake,53139,2010-06-01,185300.0
WI,Racine,Eagle Lake,53139,2010-07-01,185700.0
WI,Racine,Eagle Lake,53139,2010-08-01,183100.0
WI,Racine,Eagle Lake,53139,2010-09-01,179800.0
WI,Racine,Eagle Lake,53139,2010-10-01,177900.0
WI,Racine,Eagle Lake,53139,2010-11-01,176300.0
WI,Racine,Eagle Lake,53139,2010-12-01,174000.0
WI,Racine,Eagle Lake,53139,2011-01-01,172000.0
WI,Racine,Eagle Lake,53139,2011-02-01,170600.0
WI,Racine,Eagle Lake,53139,2011-03-01,169700.0
WI,Racine,Eagle Lake,53139,2011-04-01,168600.0
WI,Racine,Eagle Lake,53139,2011-05-01,167400.0
WI,Racine,Eagle Lake,53139,2011-06-01,166200.0
WI,Racine,Eagle Lake,53139,2011-07-01,165400.0
WI,Racine,Eagle Lake,53139,2011-08-01,165900.0
WI,Racine,Eagle Lake,53139,2011-09-01,167200.0
WI,Racine,Eagle Lake,53139,2011-10-01,167500.0
WI,Racine,Eagle Lake,53139,2011-11-01,167500.0
WI,Racine,Eagle Lake,53139,2011-12-01,168200.0
WI,Racine,Eagle Lake,53139,2012-01-01,168900.0
WI,Racine,Eagle Lake,53139,2012-02-01,169400.0
WI,Racine,Eagle Lake,53139,2012-03-01,169000.0
WI,Racine,Eagle Lake,53139,2012-04-01,168000.0
WI,Racine,Eagle Lake,53139,2012-05-01,167600.0
WI,Racine,Eagle Lake,53139,2012-06-01,168300.0
WI,Racine,Eagle Lake,53139,2012-07-01,169000.0
WI,Racine,Eagle Lake,53139,2012-08-01,169000.0
WI,Racine,Eagle Lake,53139,2012-09-01,169400.0
WI,Racine,Eagle Lake,53139,2012-10-01,170900.0
WI,Racine,Eagle Lake,53139,2012-11-01,171900.0
WI,Racine,Eagle Lake,53139,2012-12-01,171700.0
WI,Racine,Eagle Lake,53139,2013-01-01,171900.0
WI,Racine,Eagle Lake,53139,2013-02-01,171800.0
WI,Racine,Eagle Lake,53139,2013-03-01,170600.0
WI,Racine,Eagle Lake,53139,2013-04-01,169300.0
WI,Racine,Eagle Lake,53139,2013-05-01,168700.0
WI,Racine,Eagle Lake,53139,2013-06-01,167800.0
WI,Racine,Eagle Lake,53139,2013-07-01,166700.0
WI,Racine,Eagle Lake,53139,2013-08-01,165100.0
WI,Racine,Eagle Lake,53139,2013-09-01,163600.0
WI,Racine,Eagle Lake,53139,2013-10-01,163200.0
WI,Racine,Eagle Lake,53139,2013-11-01,164600.0
WI,Racine,Eagle Lake,53139,2013-12-01,165700.0
WI,Racine,Eagle Lake,53139,2014-01-01,167600.0
WI,Racine,Eagle Lake,53139,2014-02-01,171300.0
WI,Racine,Eagle Lake,53139,2014-03-01,175400.0
WI,Racine,Eagle Lake,53139,2014-04-01,176400.0
WI,Racine,Eagle Lake,53139,2014-05-01,176200.0
WI,Racine,Eagle Lake,53139,2014-06-01,177300.0
WI,Racine,Eagle Lake,53139,2014-07-01,179500.0
WI,Racine,Eagle Lake,53139,2014-08-01,180200.0
WI,Racine,Eagle Lake,53139,2014-09-01,178000.0
WI,Racine,Eagle Lake,53139,2014-10-01,176200.0
WI,Racine,Eagle Lake,53139,2014-11-01,176200.0
WI,Racine,Eagle Lake,53139,2014-12-01,177100.0
WI,Racine,Eagle Lake,53139,2015-01-01,178400.0
WI,Racine,Eagle Lake,53139,2015-02-01,179700.0
WI,Racine,Eagle Lake,53139,2015-03-01,180800.0
WI,Racine,Eagle Lake,53139,2015-04-01,182800.0
WI,Racine,Eagle Lake,53139,2015-05-01,183500.0
WI,Racine,Eagle Lake,53139,2015-06-01,183000.0
WI,Racine,Eagle Lake,53139,2015-07-01,183600.0
WI,Racine,Eagle Lake,53139,2015-08-01,186800.0
